gameId,phase,result,path,timestamp,mouseX,mouseY
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,0,2362,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,1,2378,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,2,2394,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,3,2410,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,4,2426,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,5,2442,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,6,2458,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,7,2474,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,8,2490,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,9,2506,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,10,2522,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,11,2538,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,12,2554,1306,361
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,13,2570,1285,362
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,14,2586,1240,368
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,15,2602,1192,372
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,16,2618,1120,376
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,17,2634,1024,376
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,18,2650,998,376
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,19,2666,981,376
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,20,2682,977,374
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,21,2698,973,371
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,22,2714,963,363
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,23,2730,945,352
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,24,2746,945,352
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,25,2762,908,335
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,26,2778,882,324
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,27,2794,802,300
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,28,2810,771,295
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,29,2826,765,292
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,30,2842,764,291
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,31,2858,762,291
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,32,2874,759,290
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,33,2890,752,289
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,34,2906,744,287
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,35,2922,727,283
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,36,2938,703,280
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,37,2954,688,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,38,2970,684,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,39,2986,684,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,40,3002,684,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,41,3018,684,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,42,3034,683,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,43,3050,681,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,44,3066,679,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,45,3082,676,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,46,3098,674,277
5cb799de-efb9-46ec-b184-e5715af7f428,0,0,47,3114,674,277
