gameId,path,result,timestamp,mouseX,mouseY
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,28,0,2757,2039,519
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,29,0,2773,2064,517
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,30,0,2789,2108,515
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,31,0,2805,2155,517
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,32,0,2821,2165,517
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,33,0,2837,2177,518
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,34,0,2853,2182,519
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,35,0,2869,2184,520
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,36,0,2885,2187,521
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,37,0,2901,2191,523
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,38,0,2917,2201,527
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,39,0,2933,2209,529
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,40,0,2949,2235,535
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,41,0,2965,2254,541
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,42,0,2981,2262,543
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,43,0,2997,2278,549
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,44,0,3013,2291,556
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,45,0,3029,2310,562
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,46,0,3045,2324,566
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,47,0,3061,2333,571
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,48,0,3077,2339,575
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,49,0,3093,2339,575
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,50,0,3109,2344,576
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,51,0,3125,2346,576
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,52,0,3141,2346,576
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,53,0,3157,2346,576
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,54,0,3173,2346,576
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,55,0,3189,2346,576
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,0,1,4842,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,1,1,4858,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,2,1,4874,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,3,1,4890,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,4,1,4906,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,5,1,4922,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,6,1,4938,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,7,1,4954,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,8,1,4970,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,9,1,4986,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,10,1,5002,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,11,1,5018,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,12,1,5034,1283,399
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,13,1,5050,1273,398
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,14,1,5066,1227,396
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,15,1,5082,1151,392
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,16,1,5098,1085,390
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,17,1,5114,997,390
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,18,1,5130,885,404
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,19,1,5146,833,414
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,20,1,5162,741,432
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,21,1,5178,651,448
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,22,1,5194,556,468
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,23,1,5210,490,478
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,24,1,5226,490,478
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,25,1,5242,440,482
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,26,1,5258,376,484
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,27,1,5274,338,484
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,28,1,5290,271,486
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,29,1,5306,229,486
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,30,1,5322,211,484
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,31,1,5338,199,480
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,32,1,5354,192,477
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,33,1,5370,191,475
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,34,1,5386,191,472
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,35,1,5402,190,468
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,36,1,5418,187,461
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,37,1,5434,185,452
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,38,1,5450,183,445
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,39,1,5466,181,438
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,40,1,5482,180,434
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,41,1,5498,180,427
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,42,1,5514,180,422
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,43,1,5530,180,418
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,44,1,5546,181,412
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,45,1,5562,182,407
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,46,1,5578,182,404
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,47,1,5594,182,404
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,0,2,6992,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,1,2,7008,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,2,2,7024,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,3,2,7040,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,4,2,7056,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,5,2,7072,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,6,2,7088,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,7,2,7104,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,8,2,7120,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,9,2,7136,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,10,2,7152,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,11,2,7168,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,12,2,7184,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,13,2,7200,1267,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,14,2,7216,1265,364
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,15,2,7232,1218,371
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,16,2,7248,1158,377
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,17,2,7264,1121,383
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,18,2,7280,1070,397
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,19,2,7296,994,427
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,20,2,7312,954,445
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,21,2,7328,892,476
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,22,2,7344,830,504
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,23,2,7360,830,504
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,24,2,7376,768,536
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,25,2,7392,698,574
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,26,2,7408,646,602
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,27,2,7424,594,624
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,28,2,7440,555,638
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,29,2,7456,481,660
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,30,2,7472,446,668
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,31,2,7488,427,672
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,32,2,7504,418,675
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,33,2,7520,412,676
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,34,2,7536,409,677
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,35,2,7552,408,678
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,36,2,7568,403,679
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,37,2,7584,393,681
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,38,2,7600,378,685
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,39,2,7616,363,685
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,40,2,7632,357,685
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,41,2,7648,355,685
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,42,2,7664,355,685
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,43,2,7680,355,684
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,44,2,7696,358,682
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,45,2,7712,361,680
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,46,2,7728,363,679
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,47,2,7744,365,677
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,48,2,7760,367,676
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,49,2,7776,367,676
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,50,2,7792,368,675
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,51,2,7808,370,673
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,52,2,7824,373,671
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,53,2,7840,374,670
d354a23a-323d-4cc3-8e6e-bc05d9a1420a,54,2,7856,374,670
