gameId,phase,result,path,timestamp,mouseX,mouseY
7e9bbc0e-af14-445e-a558-a34e14bbf45d,0,0,0,2661,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,1,0,1,2677,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,2,0,2,2693,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,3,0,3,2709,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,4,0,4,2725,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,5,0,5,2741,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,6,0,6,2757,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,7,0,7,2773,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,8,0,8,2789,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,9,0,9,2805,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,10,0,10,2821,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,11,0,11,2837,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,12,0,12,2853,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,13,0,13,2869,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,14,0,14,2885,1285,350
7e9bbc0e-af14-445e-a558-a34e14bbf45d,15,0,15,2901,1282,349
7e9bbc0e-af14-445e-a558-a34e14bbf45d,16,0,16,2917,1260,345
7e9bbc0e-af14-445e-a558-a34e14bbf45d,17,0,17,2933,1194,335
7e9bbc0e-af14-445e-a558-a34e14bbf45d,18,0,18,2949,1181,334
7e9bbc0e-af14-445e-a558-a34e14bbf45d,19,0,19,2965,1180,332
7e9bbc0e-af14-445e-a558-a34e14bbf45d,20,0,20,2981,1180,327
7e9bbc0e-af14-445e-a558-a34e14bbf45d,21,0,21,2997,1182,319
7e9bbc0e-af14-445e-a558-a34e14bbf45d,22,0,22,3013,1185,303
7e9bbc0e-af14-445e-a558-a34e14bbf45d,23,0,23,3029,1191,276
7e9bbc0e-af14-445e-a558-a34e14bbf45d,24,0,24,3045,1191,276
7e9bbc0e-af14-445e-a558-a34e14bbf45d,25,0,25,3061,1195,238
7e9bbc0e-af14-445e-a558-a34e14bbf45d,26,0,26,3077,1198,197
